PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
-3.2022308876721097,0.646672434175734,0.002996123945103399,0.1136446351694887,-0.027332411224273746,0.03569366944877014,0.00019966432278767615,3.975806087993284e-14
-1.5511765865971503,0.20521353435485107,1.3061600116544776,-0.23140121493557067,-0.03301564623814911,-0.009931428654639652,-0.0005556208230016184,-1.148379034493579e-14
-1.0326933619916152,0.08756037707122169,1.1584267403478385,-0.2734206643318199,-0.022486523905976614,0.04679217229574562,-0.003118678340984418,-4.863498308964072e-16
-2.563522694432497,-0.853004656975245,0.12114299228852556,0.022930332711824757,0.09418262188546632,-0.005606573206454701,-0.013727481764093687,-1.8662708930732502e-16
-3.7987109960601817,0.7930339032665281,0.30603808542557226,-0.013311680695239515,-0.04063073149923605,-0.019316012187365422,0.002204159951956075,-5.414976668225655e-16
3.3602284276025784,-0.946549993157759,-0.6995240989012769,0.04666507836344452,0.0013945982578362688,0.002756268380185405,-0.002497992817402823,-2.0094681772159785e-16
0.9501123064842939,-0.3431676929683809,-0.5816825167464443,-0.04053855178686156,-0.013092403953801004,-0.0038225081592232666,-0.0010514308480125863,-2.559354624254131e-16
3.362991448400965,-0.9715018521349191,-0.275713382949884,0.07801898696907754,0.0008983056234934154,0.0022810686330275443,-0.002558701327883957,-2.050697090399317e-16
-3.7797959943456285,0.7573500101325011,0.7835492065324836,0.05810816268371072,-0.04067244307188928,-0.020229035746797606,0.0022430221171618925,-5.536663211497432e-16
-1.541339854460765,1.353289428382639,0.24328338532410945,0.037977196979916215,0.1095432046488435,-0.0023706272071451814,-0.010467183346435604,-2.224519808951459e-16
-0.782995229152428,-1.2767317851534132,-0.4755241045484481,-0.008549430140917497,0.07809528679338101,0.002782476247896498,0.05674747451861952,-3.40449874328598e-16
0.9110463803043394,0.9222590349808086,-1.1462810954653997,0.026094855612994333,-0.00641180530064744,-0.004468235009544524,0.0014186928182244008,-2.6472174609751055e-16
0.8690665956770935,0.9039201233702142,-0.45660203166708535,-0.029038311803145915,-0.008741393691948424,-0.004130917408935629,0.0010044208687715855,-2.4930351988463805e-16
0.8270868110498475,0.8855812117596199,0.23307703213122866,-0.08417147921928698,-0.01107098208324942,-0.0037935998083267262,0.0005901489193187677,-2.3388529367176536e-16
0.8690665956770935,0.9039201233702142,-0.45660203166708535,-0.029038311803145915,-0.008741393691948424,-0.004130917408935629,0.0010044208687715855,-2.4930351988463805e-16
-3.2802277714546557,0.6753807459829209,0.15830481411893876,-0.05533113009148714,-0.030101609167081992,0.03740758876301861,-0.00035889756603653704,-2.4300432146761232e-16
0.9501123064842937,-0.34316769296838157,-0.5816825167464443,-0.040538551786861624,-0.013092403953800237,-0.003822508159223333,-0.0010514308480124841,-2.5593546242541276e-16
-0.22062279462799494,-0.06428211545703504,-0.4086483647135488,0.0009997445312858737,-0.01936992030352858,-0.008042272030010903,-0.00011656217748277228,-1.9071300646422597e-16
-2.586320968226821,0.509587090800958,-0.1431306683810364,0.023977435007604464,-0.03260682459551928,-0.015825064053174482,0.0016038191500463996,-1.991937340005555e-16
-5.949333520026223,1.3164620672370257,-0.3718814098702071,0.4451734621850003,-0.045518330390205246,-0.03132753859373869,0.00556136478102485,-5.774937457675674e-16
3.3602284276025784,-0.9465499931577588,-0.6995240989012768,0.046665078363444544,0.0013945982578360903,0.0027562683801854067,-0.0024979928174029336,-2.0094681772159773e-16
-2.645402850294715,0.502611509474105,0.48968914289966814,-0.07357848687440263,-0.03541773411096191,-0.01502416829839272,0.001084119426336902,-1.7525646460184833e-16
3.2261443775565355,0.10461870264290718,3.3954652552376827,0.17160134781502664,-0.0014876519723342222,-0.00011749565876246562,-0.0015465164013084773,-2.4569190901992484e-16
3.3602284276025784,-0.9465499931577588,-0.6995240989012768,0.046665078363444544,0.0013945982578360903,0.0027562683801854067,-0.0024979928174029336,-2.0094681772159773e-16
0.9110463803043394,0.9222590349808086,-1.1462810954653997,0.026094855612994333,-0.00641180530064744,-0.004468235009544524,0.0014186928182244008,-2.6472174609751055e-16
-3.20223088767221,0.6466724341757465,0.002996123945145545,0.11364463516947058,-0.027332411224292717,0.035693669448804616,0.00019966432287879508,-2.7911024519349705e-16
3.387858635586445,-1.1960685829293618,3.538583060612644,0.3602041644197709,-0.003568328085590544,-0.0019957290913932006,-0.003105077922213138,-2.4217573090493637e-16
3.3795695731912856,-1.1212130059978813,2.267150912758469,0.26614243860287373,-0.002079450182562548,-0.0005701298499196257,-0.002922952390770075,-2.2980705694993495e-16
-0.23953779634254804,-0.028598222323007887,-0.8861594858204602,-0.07042009884766455,-0.019328208730875245,-0.0071292484705786745,-0.0001554243426886133,-1.785443521370485e-16
0.8690665956770935,0.9039201233702142,-0.45660203166708535,-0.029038311803145915,-0.008741393691948424,-0.004130917408935629,0.0010044208687715855,-2.4930351988463805e-16
-0.22062279462799494,-0.06428211545703504,-0.4086483647135488,0.0009997445312858737,-0.01936992030352858,-0.008042272030010903,-0.00011656217748277228,-1.9071300646422597e-16
-1.541339854460765,1.353289428382639,0.24328338532410945,0.037977196979916215,0.1095432046488435,-0.0023706272071451814,-0.010467183346435604,-2.224519808951459e-16
0.7221373494817325,0.8397339327331337,1.9572746916270152,-0.22200439775963837,-0.016894953061501895,-0.0029503058068044838,-0.00044553095431327285,-1.9533972813958393e-16
3.2675357322043563,0.35450854502944557,-1.4424153123843166,-0.0197258564987906,0.006565926078343851,0.0035641760197117015,-0.0003584573108276329,-2.333515040099661e-16
3.2640864526503712,0.33368439149723406,-1.039258598415817,-0.003781922805972575,0.005894794574120677,0.0032573700465055224,-0.00045746223503437034,-2.3437987109412927e-16
3.3602284276025784,-0.9465499931577588,-0.6995240989012768,0.046665078363444544,0.0013945982578360903,0.0027562683801854067,-0.0024979928174029336,-2.0094681772159773e-16
3.2261443775565355,0.10461870264290718,3.3954652552376827,0.17160134781502664,-0.0014876519723342222,-0.00011749565876246562,-0.0015465164013084773,-2.4569190901992484e-16
0.8690665956770935,0.9039201233702142,-0.45660203166708535,-0.029038311803145915,-0.008741393691948424,-0.004130917408935629,0.0010044208687715855,-2.4930351988463805e-16
0.8690665956770935,0.9039201233702142,-0.45660203166708535,-0.029038311803145915,-0.008741393691948424,-0.004130917408935629,0.0010044208687715855,-2.4930351988463805e-16
-1.678418620311104,1.3750221588629603,1.0314118867786082,-0.22855449016304782,0.10396309719061159,0.00014418786185056576,-0.011545444959060428,-1.6240878777055418e-16
-1.4920947045292474,0.21218911568168194,0.6733402003737652,-0.1338452930535647,-0.03020473672268787,-0.010732324409420018,-3.592109928247534e-05,-1.384573365017891e-16
-1.355015938678909,0.19045638520136074,-0.11478830108073344,0.1326863940893992,-0.024624629264455952,-0.013247139478415769,0.0010423405133423546,-1.9850052962638078e-16
3.357465406804192,-0.9215981341805983,-1.1233348148526692,0.015311169757811958,0.001890890892178756,0.0032314681273432665,-0.0024372843069219137,-1.9682392640326393e-16
0.8281236190565432,-0.42392540693591835,1.915113949802503,-0.1716381208139654,-0.02054403668398047,-0.00331794803192762,-0.0023476338336396825,-2.1439527532636737e-16
0.9110463803043394,0.9222590349808086,-1.1462810954653997,0.026094855612994333,-0.00641180530064744,-0.004468235009544524,0.0014186928182244008,-2.6472174609751055e-16
-3.72278430025457,-3.037566011852806,0.7871311007074165,-0.25864821869923577,0.07324193166385685,-0.0063277041367684516,-0.01806604179437689,-4.2020107871556894e-16
0.8480767033634705,0.8947506675649168,-0.1117624997679279,-0.0566048955112162,-0.00990618788759892,-0.00396225860863118,0.0007972848940451783,-2.415944067782018e-16
2.0661084031238133,-0.7937264043581841,2.7949134922309846,0.0026405079629032466,-0.013521956545767598,-0.001721696080932726,-0.0030234173001850765,-2.316737196722097e-16
-0.22062279462799494,-0.06428211545703504,-0.4086483647135488,0.0009997445312858737,-0.01936992030352858,-0.008042272030010903,-0.00011656217748277228,-1.9071300646422597e-16
-0.22062279462799494,-0.06428211545703504,-0.4086483647135488,0.0009997445312858737,-0.01936992030352858,-0.008042272030010903,-0.00011656217748277228,-1.9071300646422597e-16
0.9110463803043394,0.9222590349808086,-1.1462810954653997,0.026094855612994333,-0.00641180530064744,-0.004468235009544524,0.0014186928182244008,-2.6472174609751055e-16
-3.2802277714546557,0.6753807459829209,0.15830481411893876,-0.05533113009148714,-0.030101609167081992,0.03740758876301861,-0.00035889756603653704,-2.4300432146761232e-16
-0.22062279462799494,-0.06428211545703504,-0.4086483647135488,0.0009997445312858737,-0.01936992030352858,-0.008042272030010903,-0.00011656217748277228,-1.9071300646422597e-16
-0.33878655876378055,-0.07823327811074118,0.8569912578478622,-0.1941120992327272,-0.024991739334413836,-0.006440480520447387,-0.0011559616249017604,-1.4283846766681189e-16
-0.22062279462799494,-0.06428211545703504,-0.4086483647135488,0.0009997445312858737,-0.01936992030352858,-0.008042272030010903,-0.00011656217748277228,-1.9071300646422597e-16
3.3795695731912856,-1.1212130059978813,2.267150912758469,0.26614243860287373,-0.002079450182562548,-0.0005701298499196257,-0.002922952390770075,-2.2980705694993495e-16
