PC1,PC2,PC3
-3.2022308876721097,0.646672434175734,0.002996123945103399
-1.5511765865971503,0.20521353435485107,1.3061600116544776
-1.0326933619916152,0.08756037707122169,1.1584267403478383
-2.563522694432497,-0.8530046569752451,0.12114299228852556
-3.7987109960601817,0.7930339032665281,0.30603808542557226
3.3602284276025784,-0.946549993157759,-0.6995240989012769
0.950112306484294,-0.3431676929683809,-0.5816825167464443
3.362991448400965,-0.9715018521349192,-0.27571338294988396
-3.779795994345629,0.7573500101325011,0.7835492065324836
-1.5413398544607648,1.3532894283826393,0.24328338532410945
-0.7829952291524279,-1.2767317851534132,-0.4755241045484481
0.9110463803043394,0.9222590349808086,-1.1462810954653997
0.8690665956770935,0.9039201233702142,-0.4566020316670854
0.8270868110498475,0.8855812117596199,0.23307703213122866
0.8690665956770935,0.9039201233702142,-0.4566020316670854
-3.280227771454656,0.6753807459829209,0.15830481411893876
0.9501123064842936,-0.3431676929683816,-0.5816825167464443
-0.22062279462799492,-0.06428211545703504,-0.4086483647135488
-2.5863209682268207,0.509587090800958,-0.1431306683810364
-5.949333520026222,1.3164620672370255,-0.3718814098702071
3.3602284276025784,-0.9465499931577588,-0.6995240989012768
-2.645402850294715,0.502611509474105,0.4896891428996682
3.2261443775565355,0.10461870264290718,3.3954652552376827
3.3602284276025784,-0.9465499931577588,-0.6995240989012768
0.9110463803043394,0.9222590349808086,-1.1462810954653997
-3.2022308876722096,0.6466724341757465,0.002996123945145545
3.387858635586445,-1.1960685829293618,3.5385830606126434
3.3795695731912856,-1.121213005997881,2.2671509127584693
-0.23953779634254804,-0.028598222323007887,-0.8861594858204602
0.8690665956770935,0.9039201233702142,-0.4566020316670854
-0.22062279462799492,-0.06428211545703504,-0.4086483647135488
-1.5413398544607648,1.3532894283826393,0.24328338532410945
0.7221373494817325,0.8397339327331337,1.9572746916270152
3.2675357322043563,0.3545085450294456,-1.4424153123843166
3.2640864526503712,0.3336843914972341,-1.039258598415817
3.3602284276025784,-0.9465499931577588,-0.6995240989012768
3.2261443775565355,0.10461870264290718,3.3954652552376827
0.8690665956770935,0.9039201233702142,-0.4566020316670854
0.8690665956770935,0.9039201233702142,-0.4566020316670854
-1.678418620311104,1.3750221588629603,1.0314118867786082
-1.4920947045292474,0.21218911568168194,0.6733402003737652
-1.3550159386789093,0.19045638520136074,-0.11478830108073344
3.357465406804192,-0.9215981341805984,-1.1233348148526692
0.8281236190565432,-0.4239254069359184,1.9151139498025034
0.9110463803043394,0.9222590349808086,-1.1462810954653997
-3.7227843002545695,-3.0375660118528063,0.7871311007074165
0.8480767033634705,0.8947506675649168,-0.1117624997679279
2.0661084031238133,-0.7937264043581841,2.7949134922309846
-0.22062279462799492,-0.06428211545703504,-0.4086483647135488
-0.22062279462799492,-0.06428211545703504,-0.4086483647135488
0.9110463803043394,0.9222590349808086,-1.1462810954653997
-3.280227771454656,0.6753807459829209,0.15830481411893876
-0.22062279462799492,-0.06428211545703504,-0.4086483647135488
-0.3387865587637805,-0.07823327811074117,0.8569912578478622
-0.22062279462799492,-0.06428211545703504,-0.4086483647135488
3.3795695731912856,-1.121213005997881,2.2671509127584693
-0.22062279462799492,-0.06428211545703504,-0.4086483647135488
-1.5413398544607648,1.3532894283826393,0.24328338532410945
3.98892249648521,-1.1378966812163605,-0.2273692142007656
3.2640864526503712,0.3336843914972341,-1.039258598415817
3.3602284276025784,-0.9465499931577588,-0.6995240989012768
0.8480767033634705,0.8947506675649168,-0.1117624997679279
-0.8554477157879365,0.10848712105178056,-0.7400326934942784
0.8690665956770935,0.9039201233702142,-0.4566020316670854
0.9501123064842936,-0.3431676929683816,-0.5816825167464443
2.664940907384145,0.4822818412575972,-0.9985491482257116
-4.874022258043204,1.0547479852517772,-0.032921662222318085
3.2364922162184917,0.16709116323954154,2.1859951133321838
-1.3511326665991386,-1.1364514694408137,-0.3280257615180948
0.8106966637097216,-0.4354622232169951,2.2717991593094955
-2.5863209682268207,0.509587090800958,-0.1431306683810364
-0.2797046766958877,-0.07125769678388813,0.2241714465671567
0.8480767033634705,0.8947506675649168,-0.1117624997679279
0.8690665956770935,0.9039201233702142,-0.4566020316670854
-4.801978834317362,-1.448944075225382,0.661408813496888
-0.7774508320054901,0.07977880924460631,-0.8953413836680717
-0.22062279462799492,-0.06428211545703504,-0.4086483647135488
-2.645402850294715,0.502611509474105,0.4896891428996682
-1.6193367382432111,1.3819977401898131,0.3985920754979024
0.8690665956770935,0.9039201233702142,-0.4566020316670854
3.9788176661794745,-1.1080666248951705,-0.6755892052228482
-2.5674059665122684,0.4739031976669309,0.3343804527258751
3.260637173096386,0.31286023796502244,-0.6361018844473163
3.2295936571105206,0.12544285617511852,2.9923085412691837
1.5321858849952623,-0.5035378278923901,-0.2645265287448195
4.0495514783196205,-1.3168770191435055,2.4619507319317337
0.8900564879907165,0.9130895791755114,-0.8014415635662425
-0.22062279462799492,-0.06428211545703504,-0.4086483647135488
-0.22062279462799492,-0.06428211545703504,-0.4086483647135488
1.7918251340225793,-4.376025782368888,-0.8348398266162514
0.9110463803043394,0.9222590349808086,-1.1462810954653997
0.16673512418379674,2.314781206409664,-0.6178923004586828
1.5321858849952623,-0.5035378278923901,-0.2645265287448195
0.9110463803043394,0.9222590349808086,-1.1462810954653997
0.8480767033634705,0.8947506675649168,-0.1117624997679279
-0.7963658337200438,0.11546270237863368,-1.3728525047749842
-3.6447874164721252,-3.0662743236599805,0.6318224105336236
3.2640864526503712,0.3336843914972341,-1.039258598415817
0.8690665956770935,0.9039201233702142,-0.4566020316670854
0.8106966637097216,-0.4354622232169951,2.2717991593094955
